,code,Area Code,name,Item Code,Item,Element Code,Element,Source Code,Source,Unit,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2030,2050
31181,,5000,World,5058,Enteric Fermentation,7225,Emissions (CH4),3050,FAO TIER 1,kilotonnes,65345.0181,66301.1211,67010.1455,67925.5358,69192.9603,70701.7538,72104.2059,73178.8117,73517.6105,73925.8884,74950.21,76201.5948,77172.4711,79001.5203,80325.7252,81017.4174,81251.6757,81427.7717,81916.3243,82884.544,83647.3347,84599.4082,85109.1711,85633.5941,86033.6241,86751.8134,86823.9921,87297.4131,88507.514,89059.6919,89166.3584,88580.0183,88221.9542,88937.8451,89214.3311,89189.5692,87592.4977,87729.366,87963.1158,88349.9792,88420.3623,89246.3093,90303.1952,91381.654,92362.6481,93179.2611,93985.1219,94660.3794,94885.8601,94810.8092,95189.1044,95954.854,96369.3028,96946.5973,97809.4203,98853.5406,99295.5717,99918.741,100834.1659,,109979.8563,122132.3797
31182,,5000,World,5058,Enteric Fermentation,7225,Emissions (CH4),3051,UNFCCC,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39720.129,33093.2996,41117.6994,41350.0119,65035.7771,41884.5905,39998.9579,42164.535,39459.0294,39075.2907,63249.2749,39750.38,40301.8801,40532.0302,42907.188,44066.9251,41299.0428,40214.2084,40728.6541,40148.1313,56931.8033,39908.0334,44242.8028,41570.5707,37336.6168,52374.2051,26796.2906,25615.9137,24015.4562,23502.7663,,,
31183,,5000,World,5058,Enteric Fermentation,724413,Emissions (CO2eq) from CH4 (AR5),3050,FAO TIER 1,kilotonnes,1829660.5074,1856431.3896,1876284.0743,1901915.0038,1937402.8889,1979649.107,2018917.7657,2049006.7282,2058493.0942,2069924.8763,2098605.88,2133644.6547,2160829.1919,2212042.5672,2249120.3066,2268487.6881,2275046.92,2279977.6068,2293657.0791,2320767.2307,2342125.3717,2368783.4301,2383056.7898,2397740.6337,2408941.4754,2429050.7749,2431071.7785,2444327.5654,2478210.3932,2493671.3721,2496658.0346,2480240.5131,2470214.7174,2490259.6639,2498001.2706,2497307.9381,2452589.9368,2456422.249,2462967.242,2473799.4189,2475770.1437,2498896.6599,2528489.4643,2558686.3115,2586154.1477,2609019.3109,2631583.4129,2650490.6245,2656804.0816,2654702.6576,2665294.9227,2686735.9114,2698340.4797,2714504.724,2738663.7694,2767899.1356,2780276.0086,2797724.7474,2823356.6441,,3079435.9759,3419706.6313
31184,,5000,World,5058,Enteric Fermentation,724413,Emissions (CO2eq) from CH4 (AR5),3051,UNFCCC,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1111916.8836,926374.6308,1151102.8849,1157582.3221,1820493.6364,1172469.5065,1119702.8574,1180337.2138,1104529.2363,1093834.224,1770200.5924,1112682.1658,1128200.9602,1134593.8559,1201061.3299,1228241.1279,1156140.651,1125658.0483,1140068.159,1123793.1999,1586587.7621,1117129.8737,1237235.2361,1162406.0222,1043867.0711,1460252.5004,726319.8451,685401.1851,672432.7757,658077.4453,,,
31185,,5000,World,5058,Enteric Fermentation,723113,Emissions (CO2eq) (AR5),3050,FAO TIER 1,kilotonnes,1829660.5074,1856431.3896,1876284.0743,1901915.0038,1937402.8889,1979649.107,2018917.7657,2049006.7282,2058493.0942,2069924.8763,2098605.88,2133644.6547,2160829.1919,2212042.5672,2249120.3066,2268487.6881,2275046.92,2279977.6068,2293657.0791,2320767.2307,2342125.3717,2368783.4301,2383056.7898,2397740.6337,2408941.4754,2429050.7749,2431071.7785,2444327.5654,2478210.3932,2493671.3721,2496658.0346,2480240.5131,2470214.7174,2490259.6639,2498001.2706,2497307.9381,2452589.9368,2456422.249,2462967.242,2473799.4189,2475770.1437,2498896.6599,2528489.4643,2558686.3115,2586154.1477,2609019.3109,2631583.4129,2650490.6245,2656804.0816,2654702.6576,2665294.9227,2686735.9114,2698340.4797,2714504.724,2738663.7694,2767899.1356,2780276.0086,2797724.7474,2823356.6441,,3079435.9759,3419706.6313
31186,,5000,World,5058,Enteric Fermentation,723113,Emissions (CO2eq) (AR5),3051,UNFCCC,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1111916.8836,926374.6308,1151102.8849,1157582.3221,1820493.6364,1172469.5065,1119702.8574,1180337.2138,1104529.2363,1093834.224,1770200.5924,1112682.1658,1128200.9602,1134593.8559,1201061.3299,1228241.1279,1156140.651,1125658.0483,1140068.159,1123793.1999,1586587.7621,1117129.8737,1237235.2361,1162406.0222,1043867.0711,1460252.5004,726319.8451,685401.1851,672432.7757,658077.4453,,,
31187,,5000,World,5059,Manure Management,7225,Emissions (CH4),3050,FAO TIER 1,kilotonnes,7177.0555,7344.0309,7389.3861,7374.2848,7459.7066,7499.0331,7712.0195,7775.8622,7763.6454,7813.2939,8139.7122,8258.9434,8333.9593,8432.3525,8396.4847,8342.1152,8499.2646,8616.857,8774.7178,8980.0084,8967.1487,8970.2819,8977.9449,9087.0428,9115.7537,9208.305,9176.4957,9200.3501,9267.977,9261.0769,9254.0183,9084.498,9020.4797,9051.8687,9022.5782,9014.0674,8846.4284,8867.9734,8882.3852,8887.1103,8859.2894,8950.0709,9023.242,9057.6046,9129.4645,9238.7218,9317.1489,9410.1235,9442.7238,9463.3892,9476.0138,9576.7225,9580.9502,9687.7729,9777.6563,9865.3788,9931.8851,9909.598,9716.4174,,10475.1889,11234.7893
31188,,5000,World,5059,Manure Management,7225,Emissions (CH4),3051,UNFCCC,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4832.0681,4513.0714,5251.8334,5602.0993,7254.6936,5522.1888,5295.1414,5375.0033,5476.6687,5484.6948,6710.5002,5894.6922,5694.5072,5708.7076,5633.4339,6239.1661,5794.4366,5909.6995,5817.6695,5774.9564,6818.0264,5812.8474,6020.595,6031.0132,5660.9108,6283.729,5371.8871,5128.338,5233.0135,5173.8663,,,
31189,,5000,World,5059,Manure Management,7230,Emissions (N2O),3050,FAO TIER 1,kilotonnes,322.2433,327.7285,334.5053,337.5938,347.2837,356.463,366.8128,370.767,370.6036,372.3185,383.8713,394.2838,401.5459,409.2698,412.5272,410.5589,410.899,413.878,418.1134,422.8515,423.5621,426.914,432.303,438.2846,441.8154,447.9843,450.755,448.2408,452.612,455.0201,457.154,451.5845,450.2583,454.28,457.2036,460.0072,432.942,434.5546,434.4523,437.5744,431.9844,431.4557,428.4884,427.4005,428.2406,431.7975,431.6201,437.236,437.4764,438.3516,434.1755,435.5928,433.3675,436.906,441.5645,445.963,449.2766,452.7322,443.5936,,544.9829,622.3895
31190,,5000,World,5059,Manure Management,7230,Emissions (N2O),3051,UNFCCC,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.2481,198.7832,281.2823,286.3083,763.1894,288.1391,281.0403,276.6682,273.6094,274.3089,418.2958,302.7727,278.4889,280.0899,276.3842,350.7282,295.2655,301.0437,302.7301,303.3222,365.9438,296.5748,336.309,363.0956,246.8701,373.5876,241.3576,227.18,226.8078,224.3485,,,
31191,,5000,World,5059,Manure Management,724413,Emissions (CO2eq) from CH4 (AR5),3050,FAO TIER 1,kilotonnes,200957.5531,205632.8654,206902.8118,206479.9755,208871.785,209972.9278,215936.5449,217724.1409,217382.0724,218772.2295,227911.9404,231250.4147,233350.8618,236105.8711,235101.5727,233579.2258,237979.4082,241271.995,245692.0979,251440.2364,251080.1647,251167.8929,251382.4559,254437.1983,255241.1023,257832.5403,256941.8808,257609.8035,259503.3555,259310.1544,259112.5114,254365.9449,252573.432,253452.3243,252632.1901,252393.8875,247699.9951,248303.2548,248706.7842,248839.0883,248060.1023,250601.984,252650.7751,253612.929,255625.0067,258684.2091,260880.1691,263483.4579,264396.2668,264974.8968,265328.3874,268148.2312,268266.6056,271257.6411,273774.3773,276230.6057,278092.7833,277468.7443,272059.6878,,293305.2897,314574.1
31192,,5000,World,5059,Manure Management,724413,Emissions (CO2eq) from CH4 (AR5),3051,UNFCCC,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135310.5594,126498.065,147127.9649,156971.3945,203235.4164,154654.9231,148332.4091,150482.5902,153327.4766,153671.1897,188052.4781,165086.6162,159483.9813,159886.7431,157764.9073,174074.1971,162266.4465,165487.6545,162909.6528,161734.4249,190249.8056,162802.8561,167995.3901,168276.7295,157903.7767,174746.2999,147578.4031,142602.2604,146524.3838,144868.2632,,,
31193,,5000,World,5059,Manure Management,724313,Emissions (CO2eq) from N2O (AR5),3050,FAO TIER 1,kilotonnes,85394.469,86848.0482,88643.9163,89462.3601,92030.1846,94462.6879,97205.3847,98253.2512,98209.9586,98664.3969,101725.8986,104485.2101,106409.6693,108456.4997,109319.6952,108798.1053,108888.2433,109677.6654,110800.0496,112055.6464,112243.953,113132.2063,114560.299,116145.4245,117081.071,118715.8477,119450.069,118783.816,119942.1813,120580.3211,121145.8148,119669.902,119318.4552,120384.208,121158.9632,121901.911,114729.6268,115156.967,115129.8636,115957.2029,114475.8727,114335.7527,113549.4314,113261.1303,113483.7637,114426.348,114379.3177,115867.5362,115931.2457,116163.1807,115056.5152,115432.0934,114842.3816,115780.092,117014.6054,118180.1914,119058.2917,119974.0199,117552.3112,,144420.4809,164933.2115
31194,,5000,World,5059,Manure Management,724313,Emissions (CO2eq) from N2O (AR5),3051,UNFCCC,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57403.5509,53156.9413,75086.2045,76459.3953,203334.0776,77032.2865,75188.9603,74035.09,73241.6486,73448.3787,111340.109,81101.3214,74737.6689,75222.5417,74232.1185,93254.7207,79207.1068,80732.9145,81214.117,81412.9472,97368.3365,79752.3349,89015.8949,96109.0352,65304.0481,98295.8238,63252.1993,58798.1992,60104.0611,59452.4167,,,
31195,,5000,World,5059,Manure Management,723113,Emissions (CO2eq) (AR5),3050,FAO TIER 1,kilotonnes,286352.0222,292480.9136,295546.7281,295942.3356,300901.9696,304435.6157,313141.9296,315977.3921,315592.031,317436.6263,329637.839,335735.6248,339760.531,344562.3708,344421.2679,342377.3312,346867.6515,350949.6604,356492.1475,363495.8827,363324.1176,364300.0992,365942.7549,370582.6228,372322.1734,376548.388,376391.9498,376393.6195,379445.5368,379890.4754,380258.3262,374035.847,371891.8872,373836.5323,373791.1533,374295.7984,362429.6219,363460.2218,363836.6479,364796.2912,362535.975,364937.7367,366200.2064,366874.0593,369108.7704,373110.5571,375259.4868,379350.994,380327.5125,381138.0775,380384.9026,383580.3246,383108.9872,387037.7331,390788.9827,394410.797,397151.075,397442.7642,389611.999,,437725.7706,479507.3115
31196,,5000,World,5059,Manure Management,723113,Emissions (CO2eq) (AR5),3051,UNFCCC,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192714.1103,179655.0063,222214.1694,233430.7898,406569.494,231687.2096,223521.3694,224517.6802,226569.1252,227119.5684,299392.5871,246187.9376,234221.6502,235109.2848,231997.0258,267328.9178,241473.5533,246220.569,244123.7698,243147.3721,287618.1421,242555.191,257011.285,264385.7647,223207.8248,273042.1237,210830.6024,201400.4596,206628.4449,204320.6799,,,
31197,,5000,World,5060,Rice Cultivation,7225,Emissions (CH4),3050,FAO TIER 1,kilotonnes,17426.473,18052.8117,18069.7191,18809.7617,18782.7874,19064.3793,19243.2004,19561.9376,19765.1368,20026.8553,20387.1506,20046.7638,20722.6368,20864.4344,21473.9111,21432.83,21649.9988,21688.2406,21359.4953,21779.6942,21878.5556,21374.9261,21421.0833,21718.8899,21666.078,21677.0816,21258.4562,21954.4908,22386.0139,22173.3481,22090.787,22222.6677,22053.9729,22252.4763,22669.7131,22923.0133,23054.8397,22935.6248,23837.1535,23331.4567,23023.9432,22521.7489,22480.5517,22963.8138,23481.1666,23561.6391,23511.8745,24118.036,23931.2026,24370.268,24443.7283,24376.2483,24572.2603,24373.7814,24066.0206,24364.789,24633.9476,24594.6544,24084.5452,,23916.9082,23467.3142
31198,,5000,World,5060,Rice Cultivation,7225,Emissions (CH4),3051,UNFCCC,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1264.5807,1263.9337,1342.9256,1400.5328,1373.4106,1382.5229,1383.6578,1337.3564,1359.3374,1400.3335,1446.3675,1288.1954,1381.1129,1247.9078,1298.4424,1401.73,1822.2539,1859.7263,1791.3226,1919.7333,2048.5301,1905.3109,1904.4064,1265.4049,1385.1585,1327.2313,6798.1895,1269.1788,1276.8441,1240.3922,,,
31199,,5000,World,5060,Rice Cultivation,724413,Emissions (CO2eq) from CH4 (AR5),3050,FAO TIER 1,kilotonnes,487941.2433,505478.7276,505952.1335,526673.3262,525918.0484,533802.6193,538809.6105,547734.2537,553423.831,560751.9484,570840.2157,561309.3854,580233.8313,584204.1638,601269.5113,600119.2402,606199.9675,607270.7355,598065.8697,609831.4371,612599.5572,598497.9296,599790.3331,608128.9176,606650.1839,606958.2841,595236.7736,614725.7427,626808.3899,620853.7481,618542.0347,622234.6964,617511.2422,623069.3353,634751.9677,641844.3712,645535.5129,642197.4957,667440.2974,653280.7866,644670.4105,630608.9679,629455.447,642986.7869,657472.6638,659725.8953,658332.486,675305.0086,670073.6717,682367.5049,684424.392,682534.9526,688023.2883,682465.8801,673848.5778,682214.0918,689750.5329,688650.3232,674367.2668,,669673.4296,657084.7978
31200,,5000,World,5060,Rice Cultivation,724413,Emissions (CO2eq) from CH4 (AR5),3051,UNFCCC,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35408.2586,35390.1427,37601.9175,39214.9185,38455.5033,38710.6388,38742.4182,37445.9799,38061.4436,39209.3378,40498.2852,36069.4755,38671.1632,34941.4171,36356.3896,39248.4414,51023.1038,52072.3403,50157.0407,53752.5336,57358.845,53348.7112,53323.3764,35431.3403,38784.4409,37162.4794,190349.3062,35537.0044,35751.6304,34730.9831,,,
31201,,5000,World,5060,Rice Cultivation,723113,Emissions (CO2eq) (AR5),3050,FAO TIER 1,kilotonnes,487941.2433,505478.7276,505952.1335,526673.3262,525918.0484,533802.6193,538809.6105,547734.2537,553423.831,560751.9484,570840.2157,561309.3854,580233.8313,584204.1638,601269.5113,600119.2402,606199.9675,607270.7355,598065.8697,609831.4371,612599.5572,598497.9296,599790.3331,608128.9176,606650.1839,606958.2841,595236.7736,614725.7427,626808.3899,620853.7481,618542.0347,622234.6964,617511.2422,623069.3353,634751.9677,641844.3712,645535.5129,642197.4957,667440.2974,653280.7866,644670.4105,630608.9679,629455.447,642986.7869,657472.6638,659725.8953,658332.486,675305.0086,670073.6717,682367.5049,684424.392,682534.9526,688023.2883,682465.8801,673848.5778,682214.0918,689750.5329,688650.3232,674367.2668,,669673.4296,657084.7978
31202,,5000,World,5060,Rice Cultivation,723113,Emissions (CO2eq) (AR5),3051,UNFCCC,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35408.2586,35390.1427,37601.9175,39214.9185,38455.5033,38710.6388,38742.4182,37445.9799,38061.4436,39209.3378,40498.2852,36069.4755,38671.1632,34941.4171,36356.3896,39248.4414,51023.1038,52072.3403,50157.0407,53752.5336,57358.845,53348.7112,53323.3764,35431.3403,38784.4409,37162.4794,190349.3062,35537.0044,35751.6304,34730.9831,,,
31203,,5000,World,5061,Synthetic Fertilizers,7234,Direct emissions (N2O),3050,FAO TIER 1,kilotonnes,179.0141,202.0072,228.0626,255.5891,294.7828,343.0471,374.4462,409.2299,442.2529,492.5394,523.941,562.9812,607.8526,601.9249,684.8879,703.6091,766.82,840.0583,887.0275,943.6347,945.0134,960.7295,1035.7101,1101.4075,1100.2769,1129.9703,1179.8774,1239.0448,1226.2713,1200.9119,1176.8396,1145.7006,1119.2283,1135.8252,1225.1361,1294.1703,1272.6506,1297.3507,1331.1467,1268.5773,1283.5223,1325.587,1362.5638,1407.4847,1417.1398,1454.3465,1515.5128,1496.6833,1518.9918,1578.8758,1639.5046,1647.973,1678.0275,1686.8205,1666.8494,1696.2587,1727.0825,1707.4828,1710.2747,,1904.5433,2132.4978
31204,,5000,World,5061,Synthetic Fertilizers,7234,Direct emissions (N2O),3051,UNFCCC,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471.891,441.6132,537.9528,520.0926,507.7246,476.1753,504.3583,496.6871,486.5304,493.5241,491.8504,483.6525,490.4645,488.6995,492.4345,484.1392,496.6761,523.2071,507.9462,491.8651,504.4412,520.9221,540.8181,538.0223,543.6324,521.0007,560.4616,551.688,556.1582,550.8384,,,
31205,,5000,World,5061,Synthetic Fertilizers,7236,Indirect emissions (N2O),3050,FAO TIER 1,kilotonnes,58.1796,65.6523,74.1203,83.0665,95.8044,111.4903,121.695,132.9997,143.7322,160.0753,170.2808,182.9689,197.5521,195.6256,222.5886,228.673,249.2165,273.0189,288.2839,306.6813,307.1293,312.2371,336.6058,357.9574,357.59,367.2403,383.4602,402.6896,398.5382,390.2964,382.4729,372.3527,363.7492,369.1432,398.1692,420.6054,413.6114,421.639,432.6227,412.2876,417.1447,430.8158,442.8332,457.4325,460.5704,472.6626,492.5417,486.4221,493.6723,513.1346,532.839,535.5912,545.3589,548.2167,541.7261,551.2841,561.3018,554.9319,555.8393,,618.9766,693.0618
31206,,5000,World,5061,Synthetic Fertilizers,7230,Emissions (N2O),3050,FAO TIER 1,kilotonnes,237.1936,267.6595,302.1829,338.6556,390.5873,454.5373,496.1412,542.2296,585.9851,652.6147,694.2218,745.9501,805.4047,797.5505,907.4765,932.2821,1016.0365,1113.0772,1175.3114,1250.316,1252.1427,1272.9666,1372.3159,1459.3649,1457.8669,1497.2107,1563.3376,1641.7344,1624.8095,1591.2083,1559.3125,1518.0533,1482.9775,1504.9684,1623.3053,1714.7757,1686.262,1718.9896,1763.7693,1680.8649,1700.667,1756.4028,1805.397,1864.9173,1877.7102,1927.0091,2008.0544,1983.1054,2012.6641,2092.0104,2172.3436,2183.5642,2223.3865,2235.0372,2208.5755,2247.5428,2288.3843,2262.4147,2266.1139,,2523.5198,2825.5596
31207,,5000,World,5061,Synthetic Fertilizers,7230,Emissions (N2O),3051,UNFCCC,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471.8911,441.6135,537.953,520.0924,507.7246,476.1753,504.3585,496.6874,486.5302,493.5239,491.8503,483.6527,490.4645,488.6993,492.4347,484.1394,496.6764,523.2072,507.9466,491.8653,504.4414,520.9222,540.8184,538.022,543.6324,521.0008,560.4612,551.6879,556.1583,550.8385,,,
31208,,5000,World,5061,Synthetic Fertilizers,724313,Emissions (CO2eq) from N2O (AR5),3050,FAO TIER 1,kilotonnes,62856.3143,70929.7697,80078.469,89743.7256,103505.6258,120452.396,131477.4265,143690.8321,155286.0435,172942.9047,183968.7789,197676.778,213432.2546,211350.8776,240481.2672,247054.7451,269249.6772,294965.4618,311457.5142,331333.7461,331817.8246,337336.1397,363663.7057,386731.7072,386334.7269,396760.8228,414284.4565,435059.605,430574.5075,421670.1863,413217.8215,402284.1202,392989.0394,398816.6367,430175.9077,454415.5591,446859.4329,455532.2527,467398.8772,445429.2079,450676.7662,465446.7306,478430.2173,494203.0784,497593.2075,510657.4007,532134.4282,525522.9359,533355.984,554382.7567,575671.0562,578644.5144,589197.4105,592284.8514,585272.5044,595598.8459,606421.8341,599539.891,600520.1903,,668732.7532,748773.3033
31209,,5000,World,5061,Synthetic Fertilizers,724313,Emissions (CO2eq) from N2O (AR5),3051,UNFCCC,kilotonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125051.1316,117027.5693,142557.5493,137824.4852,134547.0221,126186.4609,133655.0039,131622.1718,128930.4968,130783.8443,130340.332,128167.9601,129973.1038,129505.3163,130495.1928,128296.9322,131619.2488,138649.9181,134605.8393,130344.3019,133676.963,138044.3838,143316.87,142575.8179,144062.5905,138065.202,148522.227,146197.2854,147381.9613,145972.2057,,,
31210,,5000,World,5061,Synthetic Fertilizers,723113,Emissions (CO2eq) (AR5),3050,FAO TIER 1,kilotonnes,62856.3143,70929.7697,80078.469,89743.7256,103505.6258,120452.396,131477.4265,143690.8321,155286.0435,172942.9047,183968.7789,197676.778,213432.2546,211350.8776,240481.2672,247054.7451,269249.6772,294965.4618,311457.5142,331333.7461,331817.8246,337336.1397,363663.7057,386731.7072,386334.7269,396760.8228,414284.4565,435059.605,430574.5075,421670.1863,413217.8215,402284.1202,392989.0394,398816.6367,430175.9077,454415.5591,446859.4329,455532.2527,467398.8772,445429.2079,450676.7662,465446.7306,478430.2173,494203.0784,497593.2075,510657.4007,532134.4282,525522.9359,533355.984,554382.7567,575671.0562,578644.5144,589197.4105,592284.8514,585272.5044,595598.8459,606421.8341,599539.891,600520.1903,,668732.7532,748773.3033
